province_id,province_name,lat,lng
MB,Manitoba,49.4403,-96.9844
QC,Quebec,46.6167,-75.9
QC,Quebec,48.4209,-68.1791
ON,Ontario,47.7083,-79.825
NB,New Brunswick,46.7167,-65.4167
SK,Saskatchewan,50.8333,-101.7
QC,Quebec,45.9333,-73.5
SK,Saskatchewan,50.4433,-105.5091
QC,Quebec,47.9,-69.0167
SK,Saskatchewan,53.092,-109.294
QC,Quebec,45.1833,-73.85
SK,Saskatchewan,52.7343,-108.4452
PE,Prince Edward Island,46.318,-63.237
NB,New Brunswick,45.5944,-67.3258
QC,Quebec,46.4167,-70.8833
QC,Quebec,45.22,-73.73
NL,Newfoundland and Labrador,48.9879,-53.9069
PE,Prince Edward Island,46.8167,-64.0667
MB,Manitoba,50.5058,-96.9742
QC,Quebec,46.3833,-71.4167
BC,British Columbia,49.1942,-117.2778
SK,Saskatchewan,50.1015,-102.6324
ON,Ontario,46.1529,-82.2072
QC,Quebec,48.65,-78.3167
ON,Ontario,44.4793,-81.1445
QC,Quebec,49.2167,-65.1333
NB,New Brunswick,47.7622,-65.0686
NB,New Brunswick,47.1725,-65.5551
QC,Quebec,47.4397,-69.8586
NB,New Brunswick,45.4563,-65.4395
QC,Quebec,45.8,-72.7
QC,Quebec,48.1167,-69.1667
NB,New Brunswick,47.1392,-67.7444
NS,Nova Scotia,45.13,-64.5224
MB,Manitoba,49.3547,-97.8997
QC,Quebec,46.4833,-70.6167
QC,Quebec,47.8333,-69.4
SK,Saskatchewan,49.167,-101.783
ON,Ontario,45.4333,-80.2167
AB,Alberta,52.3622,-114.3614
NL,Newfoundland and Labrador,56.5422,-61.6928
ON,Ontario,43.7914,-80.1354
SK,Saskatchewan,51.65,-103.5333
QC,Quebec,45.2333,-73.0167
QC,Quebec,49.2333,-65.7333
QC,Quebec,51.4167,-57.1333
ON,Ontario,47.4,-79.6833
SK,Saskatchewan,49.874,-106.555
ON,Ontario,45.8417,-79.375
SK,Saskatchewan,53.0295,-102.3122
ON,Ontario,45.4833,-79.85
QC,Quebec,45.0461,-72.8106
SK,Saskatchewan,55.8769,-108.5244
QC,Quebec,45.1667,-72.05
QC,Quebec,49,-66.9833
QC,Quebec,46.5167,-70.9333
QC,Quebec,45.6667,-71.9833
SK,Saskatchewan,55.0872,-105.3318
NB,New Brunswick,46.171,-65.884
QC,Quebec,49,-72.55
QC,Quebec,47.4667,-79.4333
SK,Saskatchewan,50.4167,-102.9167
NB,New Brunswick,45.9016,-64.5161
ON,Ontario,45.4967,-78.0239
BC,British Columbia,50.4856,-115.9948
QC,Quebec,46.4833,-71.2333
QC,Quebec,48.7,-67.3833
QC,Quebec,48.8575,-72.0939
QC,Quebec,45.6167,-75.1167
QC,Quebec,45.5521,-72.5265
SK,Saskatchewan,52.8277,-105.7873
BC,British Columbia,48.8562,-124.1731
AB,Alberta,50.7333,-111.9
QC,Quebec,46.3,-70.9667
AB,Alberta,53.0953,-111.7769
ON,Ontario,49.4,-94.08
AB,Alberta,54.1417,-115.6833
NU,Nunavut,66.5628,-86.3186
QC,Quebec,45.63,-73.52
ON,Ontario,44.0463,-79.6044
SK,Saskatchewan,50.79,-104.99
QC,Quebec,46.4167,-71.2333
BC,British Columbia,49.2916,-117.6323
ON,Ontario,43.4345,-81.504
AB,Alberta,52.4667,-114.05
NB,New Brunswick,47.7631,-66.0849
QC,Quebec,45.4,-74.3
QC,Quebec,47.6,-79.4833
SK,Saskatchewan,55.5136,-106.5986
QC,Quebec,47.6833,-70.3
QC,Quebec,45.72,-70.85
SK,Saskatchewan,51.958,-102.6673
SK,Saskatchewan,49.8044,-109.6508
NL,Newfoundland and Labrador,47.4337,-53.1458
QC,Quebec,46.1667,-72.3333
SK,Saskatchewan,49.6535,-103.8348
SK,Saskatchewan,52.9833,-105.4333
NS,Nova Scotia,43.7323,-65.9797
SK,Saskatchewan,51.92,-109.1272
NB,New Brunswick,45.9523,-65.3885
SK,Saskatchewan,51.15,-108.75
QC,Quebec,46.5333,-72.3333
QC,Quebec,46.25,-73.0833
QC,Quebec,46.1667,-73.3167
ON,Ontario,48.8167,-87.2667
AB,Alberta,51.8236,-113.2328
NB,New Brunswick,46.1145,-63.9804
QC,Quebec,47.4333,-70.0167
NB,New Brunswick,45.5112,-66.1229
QC,Quebec,45.3167,-72.4167
QC,Quebec,45.0667,-73.25
QC,Quebec,48.4167,-64.4167
ON,Ontario,45.7303,-76.8559
QC,Quebec,48.4167,-71.95
NU,Nunavut,70.4632,-68.4822
QC,Quebec,46.3667,-74.7667
PE,Prince Edward Island,46.3554,-62.2542
SK,Saskatchewan,51.4894,-109.0979
ON,Ontario,46.3833,-84.0667
AB,Alberta,55.7372,-117.2014
QC,Quebec,46.8833,-70.8167
QC,Quebec,45.9649,-71.3734
MB,Manitoba,49.2681,-100.9958
NB,New Brunswick,45.9544,-66.4868
QC,Quebec,46.85,-71.1333
SK,Saskatchewan,51.9254,-107.1333
QC,Quebec,45.5333,-76.4667
NS,Nova Scotia,44.4489,-64.3819
SK,Saskatchewan,52.65,-106.6167
QC,Quebec,46.3667,-71.2333
NU,Nunavut,69.5554,-93.4972
AB,Alberta,53.7011,-114.1981
QC,Quebec,46.6167,-72.4
PE,Prince Edward Island,46.5,-63.6667
ON,Ontario,45.5321,-74.9956
QC,Quebec,48.55,-69.25
MB,Manitoba,49.3697,-99.1506
SK,Saskatchewan,51.2667,-105.9667
NB,New Brunswick,46.8833,-67.3833
NB,New Brunswick,46.3463,-67.7099
BC,British Columbia,52.8284,-119.2659
QC,Quebec,46.8833,-71.9167
AB,Alberta,53.6767,-114.35
QC,Quebec,48.28,-68.43
QC,Quebec,45.9667,-72.6833
SK,Saskatchewan,50.9386,-104.6913
ON,Ontario,46.3,-78.7333
ON,Ontario,45.7333,-81.8
QC,Quebec,46.0667,-74.6667
BC,British Columbia,56.0316,-121.9057
ON,Ontario,46.5333,-84.5
QC,Quebec,46.13,-72.72
QC,Quebec,45.6667,-72.3333
QC,Quebec,45.58,-72.17
SK,Saskatchewan,53.2881,-104.0544
SK,Saskatchewan,52.9596,-106.2089
AB,Alberta,51.3522,-110.4739
